hcahps_id,provider_id,hcahps_measure_id,hcahps_question,hcahps_answer_description,hcahps_answer_percent,number_of_completed_surveys,survey_response_rate,footnote,measure_start_date,measure_end_date
F100132,100223,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",4,Between 100 and 299,44,,10/1/12,9/30/13
F100133,100224,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",22,Between 100 and 299,44,,10/1/12,9/30/13
F100134,100226,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",75,Between 100 and 299,44,,10/1/12,9/30/13
F100135,100228,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",4,Between 100 and 299,44,,10/1/12,9/30/13
F100136,10023,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",21,Between 100 and 299,44,,10/1/12,9/30/13
F100137,100230,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",65,Between 100 and 299,44,,10/1/12,9/30/13
F100138,100231,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",20,Between 100 and 299,44,,10/1/12,9/30/13
F100139,100232,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",15,Between 100 and 299,44,,10/1/12,9/30/13
F10014,100234,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",0,Fewer than 100,32,10,10/1/12,9/30/13
F100140,100236,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",9,Between 100 and 299,44,,10/1/12,9/30/13
F100141,100238,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",91,Between 100 and 299,44,,10/1/12,9/30/13
F100142,100239,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",6,Between 100 and 299,44,,10/1/12,9/30/13
F100143,10024,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",23,Between 100 and 299,44,,10/1/12,9/30/13
F100144,100240,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",71,Between 100 and 299,44,,10/1/12,9/30/13
F100145,100242,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",53,Between 100 and 299,44,,10/1/12,9/30/13
F100146,100243,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",12,Between 100 and 299,44,,10/1/12,9/30/13
F100147,100244,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",35,Between 100 and 299,44,,10/1/12,9/30/13
F100148,100246,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",3,Between 100 and 299,44,,10/1/12,9/30/13
F100149,100248,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",71,Between 100 and 299,44,,10/1/12,9/30/13
F10015,100249,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",0,Fewer than 100,32,10,10/1/12,9/30/13
F100150,10025,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",26,Between 100 and 299,44,,10/1/12,9/30/13
F100151,100252,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",73,Between 100 and 299,32,,10/1/12,9/30/13
F100152,100253,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",7,Between 100 and 299,32,,10/1/12,9/30/13
F100153,100254,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",20,Between 100 and 299,32,,10/1/12,9/30/13
F100154,100255,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",79,Between 100 and 299,32,,10/1/12,9/30/13
F100155,100256,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",2,Between 100 and 299,32,,10/1/12,9/30/13
F100156,100258,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",19,Between 100 and 299,32,,10/1/12,9/30/13
F100157,100259,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,Between 100 and 299,32,,10/1/12,9/30/13
F100158,100260,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,Between 100 and 299,32,,10/1/12,9/30/13
F100159,100264,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,Between 100 and 299,32,,10/1/12,9/30/13
F10016,100265,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",11,Fewer than 100,32,10,10/1/12,9/30/13
F100160,100266,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",72,Between 100 and 299,32,,10/1/12,9/30/13
F100161,100267,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",5,Between 100 and 299,32,,10/1/12,9/30/13
F100162,100268,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",23,Between 100 and 299,32,,10/1/12,9/30/13
F100163,100269,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",71,Between 100 and 299,32,,10/1/12,9/30/13
F100164,100271,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",5,Between 100 and 299,32,,10/1/12,9/30/13
F100165,100275,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",24,Between 100 and 299,32,,10/1/12,9/30/13
F100166,100276,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",63,Between 100 and 299,32,,10/1/12,9/30/13
F100167,100277,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",15,Between 100 and 299,32,,10/1/12,9/30/13
F100168,100281,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",22,Between 100 and 299,32,,10/1/12,9/30/13
F100169,100284,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",12,Between 100 and 299,32,,10/1/12,9/30/13
F10017,100285,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",89,Fewer than 100,32,10,10/1/12,9/30/13
F100170,100286,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",88,Between 100 and 299,32,,10/1/12,9/30/13
F100171,100287,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",5,Between 100 and 299,32,,10/1/12,9/30/13
F100172,100288,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",29,Between 100 and 299,32,,10/1/12,9/30/13
F100173,100289,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",66,Between 100 and 299,32,,10/1/12,9/30/13
F100174,10029,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",64,Between 100 and 299,32,,10/1/12,9/30/13
F100175,100290,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",9,Between 100 and 299,32,,10/1/12,9/30/13
F100176,100291,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",27,Between 100 and 299,32,,10/1/12,9/30/13
F100177,100292,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5,Between 100 and 299,32,,10/1/12,9/30/13
F100178,100296,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",60,Between 100 and 299,32,,10/1/12,9/30/13
F100179,100299,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",35,Between 100 and 299,32,,10/1/12,9/30/13
F10018,100302,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",0,Fewer than 100,32,10,10/1/12,9/30/13
F100180,100307,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",80,300 or more,33,,10/1/12,9/30/13
F100181,100313,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",6,300 or more,33,,10/1/12,9/30/13
F100182,100314,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",14,300 or more,33,,10/1/12,9/30/13
F100183,100315,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",82,300 or more,33,,10/1/12,9/30/13
F100184,100316,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",2,300 or more,33,,10/1/12,9/30/13
F100185,100319,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",16,300 or more,33,,10/1/12,9/30/13
F100186,10032,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",87,300 or more,33,,10/1/12,9/30/13
F100187,10033,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",3,300 or more,33,,10/1/12,9/30/13
F100188,10034,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",10,300 or more,33,,10/1/12,9/30/13
F100189,10035,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",72,300 or more,33,,10/1/12,9/30/13
F10019,10036,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",66,300 or more,27,,10/1/12,9/30/13
F100190,10038,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",6,300 or more,33,,10/1/12,9/30/13
F100191,10039,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",22,300 or more,33,,10/1/12,9/30/13
F100192,10040,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",72,300 or more,33,,10/1/12,9/30/13
F100193,10044,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",5,300 or more,33,,10/1/12,9/30/13
F100194,10045,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",23,300 or more,33,,10/1/12,9/30/13
F100195,10046,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",69,300 or more,33,,10/1/12,9/30/13
F100196,10047,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",12,300 or more,33,,10/1/12,9/30/13
