ipps_2012_id,provider_id,drg_definition,provider_id,hospital_referral_region,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
Q100648,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210056,MD - Baltimore,159,6965.69,6574.51,5564.19
Q100649,60103,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210057,DC - Washington,187,6278.52,5922.8,4873.1
Q10065,60103,069 - TRANSIENT ISCHEMIA,360080,PA - Pittsburgh,13,13146.15,3999.23,2937.69
Q100650,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210060,DC - Washington,65,6050.8,5781.09,4517.71
Q100651,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",210061,MD - Salisbury,29,6934.48,6666.79,5451.14
Q100652,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220001,MA - Worcester,39,15812.67,5938.33,4828.38
Q100653,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220002,MA - Boston,109,10266.05,6568.54,5484.25
Q100654,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220008,RI - Providence,79,9652.59,5388.85,4239.99
Q100655,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220010,MA - Boston,101,11636.22,6659.76,5604.07
Q100656,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220011,MA - Boston,124,11403.44,8113.73,7303.31
Q100657,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220012,MA - Boston,185,12265.32,6137.17,5130.43
Q100658,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220015,MA - Springfield,104,11082.77,5484.98,4521.44
Q100659,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220016,MA - Springfield,37,14217.62,5602,4885.35
Q10066,60104,069 - TRANSIENT ISCHEMIA,360081,OH - Toledo,33,21334.27,4874.24,3450.18
Q100660,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220017,MA - Boston,63,8084.97,7588.32,6748.11
Q100661,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220019,MA - Worcester,38,8767.42,5978.71,4719.89
Q100662,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220020,MA - Boston,103,9338.07,5704.25,4858.6
Q100663,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220024,MA - Springfield,83,8492.14,5910.07,5009.4
Q100664,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220029,MA - Boston,86,8678.58,5464.26,4371.43
Q100665,60104,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220030,MA - Springfield,75,12314.93,5366.01,4338.41
Q100666,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220031,MA - Boston,123,11083.26,9270.06,8407.28
Q100667,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220033,MA - Boston,138,7866.8,5621.29,4775.11
Q100668,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220035,MA - Boston,191,20754.21,6162.46,5028.73
Q100669,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220036,MA - Boston,86,8003.41,7985.15,6972.24
Q10067,60107,069 - TRANSIENT ISCHEMIA,360082,OH - Cleveland,19,20160.95,4004.16,3158.68
Q100670,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220046,NY - Albany,111,10531.96,6657.92,5629.64
Q100671,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220049,MA - Worcester,51,10413.41,5322.61,4510.37
Q100672,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220050,MA - Springfield,23,8806.57,5556.61,4551.61
Q100673,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220051,MA - Springfield,17,11115.12,5785.94,4410.71
Q100674,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220052,MA - Boston,154,8931.6,6432.93,5373.89
Q100675,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220060,MA - Boston,141,9128.52,5411.18,4279.61
Q100676,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220063,MA - Boston,126,11595.56,6446.27,5219.94
Q100677,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220065,MA - Springfield,36,9472.36,5261.31,4396.97
Q100678,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220066,MA - Springfield,96,11464.89,6271.71,5255.29
Q100679,60107,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220067,MA - Boston,85,9995.41,5315.98,4447.62
Q10068,60107,069 - TRANSIENT ISCHEMIA,360084,OH - Canton,53,14271.77,4464.51,3354.19
Q100680,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220070,MA - Boston,247,7868.14,5848.06,4764.12
Q100681,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220071,MA - Boston,296,30213.09,7998.84,6929.25
Q100682,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220073,MA - Boston,84,7778.23,5616.81,4563.23
Q100683,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220074,MA - Boston,484,11154.48,5782.66,4614.92
Q100684,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220077,MA - Springfield,222,13880.53,7322.78,6179.42
Q100685,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220080,MA - Boston,116,8628.03,5599.62,4619.81
Q100686,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220082,MA - Boston,74,8300.86,5803.93,4625.55
Q100687,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220083,MA - Boston,46,11136.91,5004.96,4156.78
Q100688,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220084,MA - Boston,81,12841.53,5149.47,4268.19
Q100689,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220086,MA - Boston,190,12100.05,8232.02,7218.32
Q10069,60112,069 - TRANSIENT ISCHEMIA,360085,OH - Columbus,19,23905.84,6089.11,5059.84
Q100690,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220090,MA - Boston,182,9976.7,5462.29,4607.15
Q100691,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220095,MA - Worcester,43,8901.26,5943.67,5033.53
Q100692,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220098,MA - Boston,32,10918.22,5147.5,4181.28
Q100693,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220100,MA - Boston,381,11861.71,5289.15,4128.81
Q100694,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220101,MA - Boston,133,15698.67,5618.95,4729.12
Q100695,60112,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220105,MA - Boston,204,6781.03,5299.16,4189.17
Q100696,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220108,MA - Boston,73,10576.64,5042,4128.14
Q100697,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220110,MA - Boston,198,28319.32,7999.81,6614.38
Q100698,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220111,MA - Boston,247,6435.56,5907.69,4872.61
Q100699,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220116,MA - Boston,112,12729.84,8839.59,7550.1
Q1007,60113,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10033,AL - Birmingham,26,39503.62,7269.12,6024.77
Q10070,60113,069 - TRANSIENT ISCHEMIA,360086,OH - Dayton,46,18444.65,4716.13,3289.65
Q100700,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220119,MA - Boston,108,14959.36,6146.34,5261.94
Q100701,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220126,MA - Boston,261,8725.17,5081.91,4056.88
Q100702,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220135,MA - Boston,79,11155.24,5714.77,4191.65
Q100703,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220163,MA - Worcester,326,17270.71,8136.31,7304.65
Q100704,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220171,MA - Boston,239,7959.89,6530.65,5482.41
Q100705,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220174,MA - Boston,64,9272.75,5307.77,4373.52
Q100706,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220175,MA - Boston,195,10657.49,5870,4844.34
Q100707,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220176,MA - Worcester,148,9419.05,6384.67,5447.99
Q100708,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230002,MI - Ann Arbor,179,11572.16,4411.86,3472.31
Q100709,60113,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230003,MI - Grand Rapids,15,12564.73,4974.6,2566.87
Q10071,60114,069 - TRANSIENT ISCHEMIA,360089,OH - Toledo,14,13516.14,4644,3825.14
Q100710,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230004,MI - Muskegon,58,12667.66,4726.17,3564.83
Q100711,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230005,MI - Ann Arbor,41,17055.85,4163.41,3063.71
Q100712,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230013,MI - Pontiac,39,11359.59,5646.33,4847.26
Q100713,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230015,MI - Kalamazoo,11,14989.64,4795.45,3746.73
Q100714,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230017,MI - Kalamazoo,131,19831.32,5747.76,4590.5
Q100715,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230019,MI - Royal Oak,304,15730.17,5392.63,4355.62
Q100716,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230020,MI - Dearborn,265,17902.84,5402.72,4309.7
Q100717,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230021,MI - St. Joseph,131,9795,4575.08,3497.74
Q100718,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230022,MI - Kalamazoo,57,10307.84,4474.18,3313.7
Q100719,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230024,MI - Detroit,113,15158.9,6731.37,5744.8
Q10072,60114,069 - TRANSIENT ISCHEMIA,360090,OH - Toledo,35,13600.26,4156.03,3137.26
Q100720,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230029,MI - Pontiac,132,14844.56,5663.93,4638.66
Q100721,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230030,MI - Lansing,55,8313.22,6014.78,5086.85
Q100722,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230031,MI - Detroit,59,11449.68,4131.24,3350.76
Q100723,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230035,MI - Grand Rapids,28,11394.86,4362.68,3585.96
Q100724,60114,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230036,MI - Saginaw,45,15581.56,5009.38,4036.38
Q100725,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230037,MI - Kalamazoo,36,10681.42,4643.03,3748.58
Q100726,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230038,MI - Grand Rapids,308,12962.29,5505.16,4284.89
Q100727,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230040,MI - Grand Rapids,19,11171.63,4360.26,3329.74
Q100728,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230041,MI - Saginaw,172,14904.34,4114.44,3109.28
Q100729,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230046,MI - Ann Arbor,269,19245.14,7713.38,6322.38
Q10073,60116,069 - TRANSIENT ISCHEMIA,360095,OH - Toledo,14,12723.43,4088.57,3354
Q100730,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230047,MI - Detroit,148,12497.08,4773.81,3707.48
Q100731,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230053,MI - Detroit,305,14184.86,7002.22,6176.35
Q100732,10008,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230054,MI - Marquette,15,10284.67,5225.2,4459.33
Q100733,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230055,WI - Green Bay,36,11312.58,4272,3407
Q100734,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230058,MI - Traverse City,48,13351.13,4798.85,3656.92
Q100735,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230059,MI - Grand Rapids,84,9399.36,5381.83,4352.69
Q100736,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230066,MI - Muskegon,25,13439.12,5393.64,4615.28
Q100737,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230069,MI - Ann Arbor,63,14506.68,5037.95,4018.71
Q100738,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230070,MI - Saginaw,197,15671.29,4622.76,3793.77
Q100739,60116,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230072,MI - Grand Rapids,34,14125.12,4472.79,3482
Q10074,60117,069 - TRANSIENT ISCHEMIA,360096,PA - Pittsburgh,17,8289.82,4143.53,3200
Q100740,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230075,MI - Kalamazoo,103,12622.37,4631.5,3605.4
Q100741,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230077,MI - Saginaw,123,15422,4275.11,3460.77
Q100742,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230078,MI - St. Joseph,18,8347.89,5274.39,4319.06
Q100743,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230080,MI - Lansing,28,12259.18,4002.5,3097.64
Q100744,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230081,MI - Grand Rapids,65,9876.62,4320.89,3219.57
Q100745,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230089,MI - Detroit,132,11213.94,4504.99,3436.52
Q100746,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230092,MI - Ann Arbor,186,23590.35,4390.62,3462.3
Q100747,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230093,MI - Grand Rapids,22,6905.73,4550.45,3398.27
Q100748,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230095,MI - Saginaw,79,7062.97,4329.78,3469.78
Q100749,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230096,MI - Kalamazoo,12,10108.17,4972,4012.67
Q10075,60117,069 - TRANSIENT ISCHEMIA,360098,OH - Cleveland,75,21581.63,3871.97,2976.31
Q100750,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230097,MI - Traverse City,193,14414.64,5076.78,4088.81
Q100751,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230099,OH - Toledo,173,12649.1,4495.68,3402.56
Q100752,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230100,MI - Saginaw,16,6244.81,4479.38,3476.88
Q100753,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230104,MI - Detroit,148,16160.97,7990.64,7217.35
Q100754,60117,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230105,MI - Petoskey,83,11418.9,4811.34,3896.45
Q100755,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230106,MI - Grand Rapids,19,11591.11,4580.95,3323.26
Q100756,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230108,MI - Marquette,21,11167.14,5300,4203.62
Q100757,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230110,MI - Muskegon,15,12595.6,4919,3848.07
Q100758,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230117,MI - Kalamazoo,133,20969.08,5366.02,4080.31
Q100759,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230118,MI - Saginaw,16,6724.44,5001,3995.5
Q10076,60118,069 - TRANSIENT ISCHEMIA,360109,OH - Columbus,12,6807.42,5693,4924.33
Q100760,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230121,MI - Lansing,11,15045.91,4575.64,3529.09
Q100761,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230130,MI - Royal Oak,586,15587.65,5443.28,4373.15
Q100762,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230132,MI - Flint,60,16304.7,6994.5,6188.9
Q100763,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230141,MI - Flint,233,12349.8,5199.64,4235.42
Q100764,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230142,MI - Ann Arbor,91,15730.73,4785.34,3742.21
Q100765,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230146,MI - Dearborn,171,10240.75,4734.33,3743.4
Q100766,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230151,MI - Ann Arbor,222,11152.36,6143.23,5038.99
Q100767,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230156,MI - Ann Arbor,238,14638.97,4842.89,3798.58
Q100768,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230165,MI - Detroit,230,13620.11,5863.9,4930.29
Q100769,60118,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230167,MI - Lansing,146,15773.29,5214.23,4263.74
Q10077,60119,069 - TRANSIENT ISCHEMIA,360112,OH - Toledo,30,27789,6542.87,5803.5
Q100770,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230176,MI - Dearborn,98,15061.6,4827.6,4039.97
Q100771,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230180,MI - Lansing,23,10105.04,3990.65,3092.22
Q100772,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230193,MI - Flint,75,15455.31,4240.68,3258.71
Q100773,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230195,MI - Detroit,324,13862.24,4968.06,4024.17
Q100774,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230197,MI - Flint,115,16606.47,5582.75,4633.01
Q100775,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230207,MI - Pontiac,34,12841.18,6877.15,5640.15
Q100776,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230208,MI - Lansing,13,9203.85,5397.85,3928.77
Q100777,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230216,MI - Detroit,137,13680.41,4311.74,3372.31
Q100778,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230217,MI - Kalamazoo,26,16711.42,4806.08,3448.35
Q100779,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230222,MI - Saginaw,105,11616.84,4912.63,4058.23
Q10078,60119,069 - TRANSIENT ISCHEMIA,360113,OH - Cincinnati,21,15069.57,3959.24,2870.86
Q100780,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230227,MI - Detroit,154,9448.05,4918.6,4043.77
Q100781,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230230,MI - Lansing,176,21600.31,5609.54,4648.16
Q100782,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230236,MI - Grand Rapids,38,13089.05,5475.42,3867.05
Q100783,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230239,MI - Petoskey,23,11004.78,5600.7,4648.87
Q100784,60119,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230241,MI - Detroit,24,8468,4423.42,3156
Q100785,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230244,MI - Dearborn,92,9448.33,5340.1,4372.67
Q100786,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230254,MI - Royal Oak,124,14684.02,4376.06,3533.7
Q100787,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230259,MI - Ann Arbor,27,10388.26,4423.26,3136.48
Q100788,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230269,MI - Royal Oak,436,16643.12,4421.57,3529.05
Q100789,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230270,MI - Dearborn,65,14176.17,4632.42,3734.68
Q10079,60124,069 - TRANSIENT ISCHEMIA,360118,OH - Columbus,17,12102.88,4881.41,2920.76
Q100790,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230273,MI - Detroit,57,17882.44,7372.42,6576.81
Q100791,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230277,MI - Pontiac,80,13496.74,4940.9,3844.84
Q100792,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230297,MI - Detroit,24,11710.54,5466.75,4990.08
Q100793,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230302,MI - Royal Oak,92,13955.84,4162.39,3133.3
Q100794,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240001,MN - Minneapolis,171,19759.53,4940.63,3955.42
Q100795,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240002,MN - Duluth,143,13457.71,4788.65,3932.93
Q100796,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240004,MN - Minneapolis,50,17024.66,9101.82,8228.9
Q100797,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240006,MN - Rochester,11,10984.91,4689,3646.82
Q100798,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240010,MN - Rochester,228,15457.57,6513.23,4785.39
Q100799,60124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240014,MN - Minneapolis,14,19262.71,5269.21,4204.36
Q1008,60125,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10035,AL - Birmingham,15,19211.67,5532.27,4132.53
Q10080,60125,069 - TRANSIENT ISCHEMIA,360123,OH - Cleveland,65,16984.51,4363.48,3222.46
Q100800,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240020,MN - Minneapolis,40,20813.05,5640.83,3747.88
Q100801,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240022,SD - Sioux Falls,14,9704.71,5506,4437.71
Q100802,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240030,MN - Minneapolis,28,12615.07,4594.14,3729.71
Q100803,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240036,MN - St. Cloud,201,16057.19,5718,4658.28
Q100804,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240038,MN - St. Paul,156,23721.74,5221.18,4010.65
Q100805,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240040,MN - Minneapolis,27,13691.7,4799.63,3862.15
Q100806,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240043,MN - Rochester,16,10583.75,4597.25,3362.44
Q100807,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240044,WI - La Crosse,18,10611.78,5659.44,3838.17
Q100808,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240047,MN - Duluth,38,12673.05,4850.58,3586.89
Q100809,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240050,MN - Minneapolis,42,17852.81,4772.88,3228.76
Q10081,60125,069 - TRANSIENT ISCHEMIA,360125,OH - Cleveland,18,16877.56,4642,3623.78
