medicare_hospital_spending_per_patient_id,provider_id,measure_name,measure_id,score,footnote,measure_start_date,measure_end_date
G1941,170086,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.15,,1/1/13,12/31/13
G1942,17008,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1943,170094,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1944,170103,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1945,170104,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1946,170105,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,1/1/13,12/31/13
G1947,170109,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1948,170110,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1949,170120,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1950,170122,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1951,170123,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1952,170133,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1953,170137,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1954,170142,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1955,170145,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1956,170146,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1957,170150,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1958,170166,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1959,170175,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1960,170176,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1961,170182,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.88,,1/1/13,12/31/13
G1962,170183,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1963,170185,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1964,170186,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1965,170187,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1966,170188,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1967,170190,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1968,170191,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1969,170194,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1970,170196,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1971,170197,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1972,170198,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,1/1/13,12/31/13
G1973,170199,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1974,170200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1975,170203,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1976,171300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1977,171301,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1978,171302,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1979,171304,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1980,171306,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1981,171307,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1982,171308,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1983,171310,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1984,171312,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1985,171313,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1986,171314,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1987,171315,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1988,171316,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1989,171317,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1990,171318,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1991,171319,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1992,171320,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1993,171321,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1994,171322,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1995,171323,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1996,171324,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1997,171325,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1998,171327,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1999,171328,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
