timely_and_effective_care_id,provider_id,condition,measure_id,measure_name,score,sample,footnote,measure_start_date,measure_end_date
N100644,150069,Preventive Care,IMM_2,Immunization for influenza,95,287,2 - Data submitted were based on a sample of cases/patients.,10/1/12,3/31/13
N100645,150072,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100646,150074,Emergency Department,OP_18b,OP 18,91,321,,10/1/12,9/30/13
N100647,150075,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100648,150076,Emergency Department,OP_20,Door to diagnostic eval,2,384,,10/1/12,9/30/13
N100649,150082,Emergency Department,OP_21,Median time to pain med,40,60,,10/1/12,9/30/13
N10065,150084,Emergency Department,OP_20,Door to diagnostic eval,50,545,,10/1/12,9/30/13
N100650,150086,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100651,150088,Emergency Department,OP_23,Head CT results,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100652,150089,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100653,150090,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,97,70,,10/1/12,9/30/13
N100654,150091,Heart Attack or Chest Pain,OP_5,Median Time to ECG,7,74,,10/1/12,9/30/13
N100655,150097,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,85,13,,10/1/12,9/30/13
N100656,150100,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,83,12,,10/1/12,9/30/13
N100657,150101,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100658,150102,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,100,47,,10/1/12,9/30/13
N100659,150104,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,100,32,,10/1/12,9/30/13
N10066,150109,Emergency Department,OP_21,Median time to pain med,52,184,,10/1/12,9/30/13
N100660,150112,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,100,35,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100661,150113,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,99,72,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100662,150115,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,101,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100663,150125,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,100,72,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100664,150126,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,99,68,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100665,150128,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100666,150129,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,95,81,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100667,150133,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,89,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100668,150146,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,93,15,,1/1/13,9/30/13
N100669,150149,Stroke Care,STK_10,Assessed for Rehabilitation,100,14,,1/1/13,9/30/13
N10067,150150,Emergency Department,OP_22,Left before being seen,3,50020,,1/1/12,12/31/12
N100670,150153,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,100,14,,1/1/13,9/30/13
N100671,150154,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,0,7 - No cases met the criteria for this measure.,1/1/13,9/30/13
N100672,150157,Stroke Care,STK_4,Thrombolytic Therapy,NULL,0,7 - No cases met the criteria for this measure.,1/1/13,9/30/13
N100673,150158,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,100,14,,1/1/13,9/30/13
N100674,150160,Stroke Care,STK_6,Discharged on Statin Medication,83,12,,1/1/13,9/30/13
N100675,150161,Stroke Care,STK_8,Stroke Education,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
N100676,150162,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,85,71,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100677,150163,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,84,25,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100678,150164,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100679,150165,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N10068,150166,Emergency Department,OP_23,Head CT results,67,24,,10/1/12,9/30/13
N100680,150167,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100681,150168,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",1/1/13,9/30/13
N100682,150169,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100683,150172,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100684,150173,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100685,150175,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100686,150176,Emergency Department,ED_1b,ED1,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100687,150177,Emergency Department,ED_2b,ED2,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100688,150179,Heart Failure,HF_1,Discharge instructions,81,36,,10/1/12,9/30/13
N100689,150180,Heart Failure,HF_2,Evaluation of LVS Function,98,41,,10/1/12,9/30/13
N10069,150181,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,0,"3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100690,150182,Heart Failure,HF_3,ACEI or ARB for LVSD,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100691,151300,Preventive Care,IMM_1a,Immunization for pneumonia,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100692,151301,Preventive Care,IMM_2,Immunization for influenza,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,3/31/13
N100693,151302,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100694,151303,Emergency Department,OP_18b,OP 18,94,360,,10/1/12,9/30/13
N100695,151304,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100696,151305,Emergency Department,OP_20,Door to diagnostic eval,24,131,,10/1/12,9/30/13
N100697,151306,Emergency Department,OP_21,Median time to pain med,57,43,3 - Results are based on a shorter time period than required.,10/1/12,9/30/13
N100698,151307,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100699,151308,Emergency Department,OP_23,Head CT results,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N1007,151309,Heart Failure,HF_2,Evaluation of LVS Function,100,556,,10/1/12,9/30/13
N10070,151310,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,100,17,,10/1/12,9/30/13
N100700,151311,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100701,151312,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,100,59,,10/1/12,9/30/13
N100702,151313,Heart Attack or Chest Pain,OP_5,Median Time to ECG,6,61,,10/1/12,9/30/13
N100703,151314,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,100,16,,10/1/12,9/30/13
N100704,151315,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,100,16,,10/1/12,9/30/13
N100705,151316,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100706,151317,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,97,75,,10/1/12,9/30/13
N100707,151318,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,100,54,,10/1/12,9/30/13
N100708,151319,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,96,27,,10/1/12,9/30/13
N100709,151320,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,100,74,,10/1/12,9/30/13
N10071,151322,Heart Attack or Chest Pain,OP_5,Median Time to ECG,3,18,,10/1/12,9/30/13
N100710,151323,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,99,139,,10/1/12,9/30/13
N100711,151324,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,99,74,,10/1/12,9/30/13
N100712,151325,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,99,73,,10/1/12,9/30/13
N100713,151326,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100714,151327,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,100,87,,10/1/12,9/30/13
N100715,151328,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,92,96,,10/1/12,9/30/13
N100716,151329,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100717,151330,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100718,151331,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100719,151332,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10072,151333,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,100,376,,10/1/12,9/30/13
N100720,151334,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100721,151335,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100722,160001,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100723,160005,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100724,160008,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100725,160013,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100726,160016,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100727,160024,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100728,160028,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100729,160029,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10073,160030,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,98,381,,10/1/12,9/30/13
N100730,160032,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100731,160033,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100732,16003,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100733,160040,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100734,160045,Emergency Department,ED_1b,ED1,234,465,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100735,160047,Emergency Department,ED_2b,ED2,49,426,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100736,16004,Heart Failure,HF_1,Discharge instructions,100,31,,10/1/12,9/30/13
N100737,160057,Heart Failure,HF_2,Evaluation of LVS Function,100,44,,10/1/12,9/30/13
N100738,160058,Heart Failure,HF_3,ACEI or ARB for LVSD,100,13,,10/1/12,9/30/13
N100739,160064,Preventive Care,IMM_1a,Immunization for pneumonia,97,465,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N10074,160067,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0,21,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100740,160069,Preventive Care,IMM_2,Immunization for influenza,99,347,2 - Data submitted were based on a sample of cases/patients.,10/1/12,3/31/13
N100741,160079,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100742,160080,Emergency Department,OP_18b,OP 18,155,399,,10/1/12,9/30/13
N100743,160082,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100744,160083,Emergency Department,OP_20,Door to diagnostic eval,27,426,,10/1/12,9/30/13
N100745,160089,Emergency Department,OP_21,Median time to pain med,48,98,,10/1/12,9/30/13
N100746,160101,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100747,160104,Emergency Department,OP_23,Head CT results,54,13,,10/1/12,9/30/13
N100748,160110,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100749,160112,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,98,66,,10/1/12,9/30/13
N10075,160117,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,100,139,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100750,160122,Heart Attack or Chest Pain,OP_5,Median Time to ECG,10,68,,10/1/12,9/30/13
N100751,160124,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,95,41,,10/1/12,9/30/13
N100752,160146,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,90,40,,10/1/12,9/30/13
N100753,160147,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100754,160153,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,100,79,,10/1/12,9/30/13
N100755,161300,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,100,35,,10/1/12,9/30/13
N100756,161301,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,100,19,,10/1/12,9/30/13
N100757,161302,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,98,51,,10/1/12,9/30/13
N100758,161303,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,85,,10/1/12,9/30/13
N100759,161304,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,100,51,,10/1/12,9/30/13
N10076,161305,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,100,83,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100760,161306,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,98,49,,10/1/12,9/30/13
N100761,161307,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100762,161308,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,100,40,,10/1/12,9/30/13
N100763,161309,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,63,,10/1/12,9/30/13
N100764,161310,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100765,161311,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100766,161312,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100767,161313,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100768,161314,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100769,161315,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10077,161316,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,100,131,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100770,161317,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100771,161318,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100772,161319,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100773,161320,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100774,161321,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100775,161322,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100776,161323,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100777,161324,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100778,161325,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100779,161326,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N10078,161327,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,99,214,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100780,161328,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100781,161329,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100782,161330,Children's Asthma,CAC_1,Relievers for Inpatient Asthma,100,372,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100783,161331,Children's Asthma,CAC_2,Systemic Corticosteroids for Inpatient Asthma,100,372,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100784,161332,Children's Asthma,CAC_3,Home Management Plan of Care Document,95,371,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100785,161333,Emergency Department,ED_1b,ED1,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100786,161334,Emergency Department,ED_2b,ED2,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100787,161335,Heart Failure,HF_1,Discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100788,161336,Heart Failure,HF_2,Evaluation of LVS Function,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100789,161337,Heart Failure,HF_3,ACEI or ARB for LVSD,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N10079,161338,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,326,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100790,161339,Preventive Care,IMM_1a,Immunization for pneumonia,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100791,161340,Preventive Care,IMM_2,Immunization for influenza,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,3/31/13
N100792,161341,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100793,161342,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100794,161343,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100795,161344,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100796,161345,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100797,161346,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100798,161347,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100799,161348,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N1008,161349,Heart Failure,HF_3,ACEI or ARB for LVSD,96,160,,10/1/12,9/30/13
N10080,161350,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,100,214,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100800,161351,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100801,161352,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100802,161353,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100803,161354,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100804,161355,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100805,161356,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100806,161357,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100807,161358,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100808,161359,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100809,161360,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
