hospital_associated_infection_id,provider_id,measure_name,measure_id,compared_to_national,score,footnote,measure_start_date,measure_end_date
H100659,150104,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H10066,150109,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.528,,1/1/13,9/30/13
H100660,150112,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.219,,10/1/12,9/30/13
H100661,150113,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,4.31,,10/1/12,9/30/13
H100662,150115,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,50,,10/1/12,9/30/13
H100663,150125,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,1.533,,10/1/12,9/30/13
H100664,150126,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100665,150128,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,1.305,,10/1/12,9/30/13
H100666,150129,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100667,150133,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100668,150146,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,NULL,45,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100669,150149,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,NULL,0.511,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H10067,150150,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than U.S. National Benchmark,4.964,,1/1/13,9/30/13
H100670,150153,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,NULL,1,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100671,150154,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100672,150157,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100673,150158,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100674,150160,MRSA Patient Days,HAI_5_DOPC_DAYS,NULL,16767,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100675,150161,MRSA Predicted Cases,HAI_5_ELIGCASES,NULL,0.602,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100676,150162,MRSA Observed Cases,HAI_5_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100677,150163,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100678,150164,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.251,,1/1/13,9/30/13
H100679,150165,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than U.S. National Benchmark,1.289,,1/1/13,9/30/13
H10068,150166,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than U.S. National Benchmark,3779,,1/1/13,9/30/13
H100680,150167,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than U.S. National Benchmark,15833,,1/1/13,9/30/13
H100681,150168,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,11.193,,1/1/13,9/30/13
H100682,150169,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than U.S. National Benchmark,7,,1/1/13,9/30/13
H100683,150172,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,0.625,,1/1/13,9/30/13
H100684,150173,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100685,150175,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100686,150176,CLABSI Central Line Days,HAI_1_DOPC_DAYS,NULL,96,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100687,150177,CLABSI Predicted Cases,HAI_1_ELIGCASES,NULL,0.144,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100688,150179,CLABSI Observed Cases,HAI_1_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100689,150180,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H10069,150181,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,2.063,,1/1/13,9/30/13
H100690,150182,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100691,151300,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100692,151301,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,NULL,570,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100693,151302,CAUTI Predicted Cases,HAI_2_ELIGCASES,NULL,0.74,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100694,151303,CAUTI Observed Cases,HAI_2_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100695,151304,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100696,151305,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100697,151306,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100698,151307,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,NULL,8,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100699,151308,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,NULL,0.285,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H1007,151309,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Worse than the U.S. National Benchmark,3.587,,10/1/12,9/30/13
H10070,151310,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than U.S. National Benchmark,4,,1/1/13,9/30/13
H100700,151311,SSI: Colon Observed Cases,HAI_3_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100701,151312,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100702,151313,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100703,151314,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100704,151315,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,NULL,18,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100705,151316,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,NULL,0.158,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100706,151317,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,NULL,1,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100707,151318,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100708,151319,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100709,151320,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H10071,151322,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,1.939,,1/1/13,9/30/13
H100710,151323,MRSA Patient Days,HAI_5_DOPC_DAYS,NULL,5115,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100711,151324,MRSA Predicted Cases,HAI_5_ELIGCASES,NULL,0.183,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100712,151325,MRSA Observed Cases,HAI_5_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100713,151326,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100714,151327,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.008,,1/1/13,9/30/13
H100715,151328,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than U.S. National Benchmark,1.738,,1/1/13,9/30/13
H100716,151329,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than U.S. National Benchmark,4667,,1/1/13,9/30/13
H100717,151330,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,3.206,,1/1/13,9/30/13
H100718,151331,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than U.S. National Benchmark,1,,1/1/13,9/30/13
H100719,151332,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,0.312,,1/1/13,9/30/13
H10072,151333,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100720,151334,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,Better than the U.S. National Benchmark,0.007,,10/1/12,9/30/13
H100721,151335,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,Better than the U.S. National Benchmark,0.702,,10/1/12,9/30/13
H100722,160001,CLABSI Central Line Days,HAI_1_DOPC_DAYS,Better than the U.S. National Benchmark,4800,,10/1/12,9/30/13
H100723,160005,CLABSI Predicted Cases,HAI_1_ELIGCASES,Better than the U.S. National Benchmark,7.024,,10/1/12,9/30/13
H100724,160008,CLABSI Observed Cases,HAI_1_NUMERATOR,Better than the U.S. National Benchmark,1,,10/1/12,9/30/13
H100725,160013,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,Better than the U.S. National Benchmark,0.142,,10/1/12,9/30/13
H100726,160016,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,Worse than the U.S. National Benchmark,3.276,,10/1/12,9/30/13
H100727,160024,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Worse than the U.S. National Benchmark,6.432,,10/1/12,9/30/13
H100728,160028,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,Worse than the U.S. National Benchmark,5288,,10/1/12,9/30/13
H100729,160029,CAUTI Predicted Cases,HAI_2_ELIGCASES,Worse than the U.S. National Benchmark,7.303,,10/1/12,9/30/13
H10073,160030,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100730,160032,CAUTI Observed Cases,HAI_2_NUMERATOR,Worse than the U.S. National Benchmark,34,,10/1/12,9/30/13
H100731,160033,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Worse than the U.S. National Benchmark,4.656,,10/1/12,9/30/13
H100732,16003,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.332,,10/1/12,9/30/13
H100733,160040,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,2.52,,10/1/12,9/30/13
H100734,160045,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,120,,10/1/12,9/30/13
H100735,160047,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,3.829,,10/1/12,9/30/13
H100736,16004,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,4,,10/1/12,9/30/13
H100737,160057,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,1.045,,10/1/12,9/30/13
H100738,160058,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0.033,,10/1/12,9/30/13
H100739,160064,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,3.232,,10/1/12,9/30/13
H10074,160067,CLABSI Central Line Days,HAI_1_DOPC_DAYS,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100740,160069,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,196,,10/1/12,9/30/13
H100741,160079,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,1.526,,10/1/12,9/30/13
H100742,160080,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,1,,10/1/12,9/30/13
H100743,160082,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,0.655,,10/1/12,9/30/13
H100744,160083,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0.074,,1/1/13,9/30/13
H100745,160089,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,2.211,,1/1/13,9/30/13
H100746,160101,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,77640,,1/1/13,9/30/13
H100747,160104,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,3.268,,1/1/13,9/30/13
H100748,160110,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,2,,1/1/13,9/30/13
H100749,160112,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,0.612,,1/1/13,9/30/13
H10075,160117,CLABSI Predicted Cases,HAI_1_ELIGCASES,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100750,160122,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.591,,1/1/13,9/30/13
H100751,160124,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than U.S. National Benchmark,1.076,,1/1/13,9/30/13
H100752,160146,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than U.S. National Benchmark,70171,,1/1/13,9/30/13
H100753,160147,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,57.017,,1/1/13,9/30/13
H100754,160153,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than U.S. National Benchmark,46,,1/1/13,9/30/13
H100755,161300,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,0.807,,1/1/13,9/30/13
H100756,161301,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,No Different than U.S. National Benchmark,0.544,,10/1/12,9/30/13
H100757,161302,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,No Different than U.S. National Benchmark,2.462,,10/1/12,9/30/13
H100758,161303,CLABSI Central Line Days,HAI_1_DOPC_DAYS,No Different than U.S. National Benchmark,3055,,10/1/12,9/30/13
H100759,161304,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,5.625,,10/1/12,9/30/13
H10076,161305,CLABSI Observed Cases,HAI_1_NUMERATOR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100760,161306,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,7,,10/1/12,9/30/13
H100761,161307,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,1.244,,10/1/12,9/30/13
H100762,161308,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,No Different than U.S. National Benchmark,0.499,,10/1/12,9/30/13
H100763,161309,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,No Different than U.S. National Benchmark,2.042,,10/1/12,9/30/13
H100764,161310,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,No Different than U.S. National Benchmark,4169,,10/1/12,9/30/13
H100765,161311,CAUTI Predicted Cases,HAI_2_ELIGCASES,No Different than U.S. National Benchmark,7.439,,10/1/12,9/30/13
H100766,161312,CAUTI Observed Cases,HAI_2_NUMERATOR,No Different than U.S. National Benchmark,8,,10/1/12,9/30/13
H100767,161313,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,No Different than U.S. National Benchmark,1.075,,10/1/12,9/30/13
H100768,161314,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.076,,10/1/12,9/30/13
H100769,161315,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,1.504,,10/1/12,9/30/13
H10077,161316,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100770,161317,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,134,,10/1/12,9/30/13
H100771,161318,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,4.393,,10/1/12,9/30/13
H100772,161319,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100773,161320,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,0.455,,10/1/12,9/30/13
H100774,161321,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0.232,,10/1/12,9/30/13
H100775,161322,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,4.567,,10/1/12,9/30/13
H100776,161323,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,143,,10/1/12,9/30/13
H100777,161324,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,1.447,,10/1/12,9/30/13
H100778,161325,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100779,161326,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,1.382,,10/1/12,9/30/13
H10078,161327,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100780,161328,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0.01,,1/1/13,9/30/13
H100781,161329,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,2.118,,1/1/13,9/30/13
H100782,161330,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,61317,,1/1/13,9/30/13
H100783,161331,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,2.63,,1/1/13,9/30/13
H100784,161332,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,1,,1/1/13,9/30/13
H100785,161333,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,0.38,,1/1/13,9/30/13
H100786,161334,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Worse than the U.S. National Benchmark,1.697,,1/1/13,9/30/13
H100787,161335,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Worse than the U.S. National Benchmark,2.581,,1/1/13,9/30/13
H100788,161336,C.diff Patient Days,HAI_6_DOPC_DAYS,Worse than the U.S. National Benchmark,54464,,1/1/13,9/30/13
H100789,161337,C.diff Predicted Cases,HAI_6_ELIGCASES,Worse than the U.S. National Benchmark,43.709,,1/1/13,9/30/13
H10079,161338,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100790,161339,C.diff Observed Cases,HAI_6_NUMERATOR,Worse than the U.S. National Benchmark,92,,1/1/13,9/30/13
H100791,161340,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Worse than the U.S. National Benchmark,2.105,,1/1/13,9/30/13
H100792,161341,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,No Different than U.S. National Benchmark,0.135,,10/1/12,9/30/13
H100793,161342,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,No Different than U.S. National Benchmark,2.661,,10/1/12,9/30/13
H100794,161343,CLABSI Central Line Days,HAI_1_DOPC_DAYS,No Different than U.S. National Benchmark,1454,,10/1/12,9/30/13
H100795,161344,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,2.483,,10/1/12,9/30/13
H100796,161345,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100797,161346,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,0.805,,10/1/12,9/30/13
H100798,161347,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,No Different than U.S. National Benchmark,0.723,,10/1/12,9/30/13
H100799,161348,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,No Different than U.S. National Benchmark,3.268,,10/1/12,9/30/13
H1008,161349,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,Worse than the U.S. National Benchmark,7611,,10/1/12,9/30/13
H10080,161350,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100800,161351,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,No Different than U.S. National Benchmark,2674,,10/1/12,9/30/13
H100801,161352,CAUTI Predicted Cases,HAI_2_ELIGCASES,No Different than U.S. National Benchmark,4.237,,10/1/12,9/30/13
H100802,161353,CAUTI Observed Cases,HAI_2_NUMERATOR,No Different than U.S. National Benchmark,7,,10/1/12,9/30/13
H100803,161354,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,No Different than U.S. National Benchmark,1.652,,10/1/12,9/30/13
H100804,161355,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.72,,10/1/12,9/30/13
H100805,161356,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,3.697,,10/1/12,9/30/13
H100806,161357,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,103,,10/1/12,9/30/13
H100807,161358,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,3.376,,10/1/12,9/30/13
H100808,161359,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,6,,10/1/12,9/30/13
H100809,161360,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,1.777,,10/1/12,9/30/13
H10081,161361,CAUTI Predicted Cases,HAI_2_ELIGCASES,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100810,161362,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0.213,,10/1/12,9/30/13
H100811,161363,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,4.201,,10/1/12,9/30/13
H100812,161364,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,208,,10/1/12,9/30/13
H100813,161365,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,1.573,,10/1/12,9/30/13
H100814,161366,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100815,161367,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,1.271,,10/1/12,9/30/13
H100816,161368,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0.009,,1/1/13,9/30/13
H100817,161369,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,2.006,,1/1/13,9/30/13
H100818,161370,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,56594,,1/1/13,9/30/13
H100819,161371,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,2.777,,1/1/13,9/30/13
H10082,161372,CAUTI Observed Cases,HAI_2_NUMERATOR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100820,161373,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,1,,1/1/13,9/30/13
H100821,161374,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,0.36,,1/1/13,9/30/13
H100822,161375,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.708,,1/1/13,9/30/13
H100823,161376,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than U.S. National Benchmark,1.386,,1/1/13,9/30/13
H100824,161377,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than U.S. National Benchmark,53576,,1/1/13,9/30/13
H100825,161378,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,36.804,,1/1/13,9/30/13
H100826,161379,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than U.S. National Benchmark,37,,1/1/13,9/30/13
H100827,161380,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,1.005,,1/1/13,9/30/13
H100828,161381,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,Better than the U.S. National Benchmark,0.231,,10/1/12,9/30/13
H100829,170001,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,Better than the U.S. National Benchmark,0.809,,10/1/12,9/30/13
H10083,170006,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100830,170009,CLABSI Central Line Days,HAI_1_DOPC_DAYS,Better than the U.S. National Benchmark,9552,,10/1/12,9/30/13
H100831,170010,CLABSI Predicted Cases,HAI_1_ELIGCASES,Better than the U.S. National Benchmark,22.031,,10/1/12,9/30/13
H100832,170012,CLABSI Observed Cases,HAI_1_NUMERATOR,Better than the U.S. National Benchmark,10,,10/1/12,9/30/13
